Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Sports Direct,1197831,2020-07-21,Northeast,New York,New York,Women's Street Footwear,35.0,700.0,24500.0,8575.0,0.35,Outlet
Sports Direct,1197831,2020-07-22,Northeast,New York,New York,Women's Athletic Footwear,35.0,700.0,24500.0,11025.0,0.45,Outlet
Sports Direct,1197831,2020-07-23,South,Texas,Houston,Men's Apparel,40.0,550.0,22000.0,6600.0,0.3,Outlet
Sports Direct,1197831,2020-07-24,South,Texas,Houston,Women's Apparel,35.0,700.0,24500.0,12250.0,0.5,Outlet
Sports Direct,1197831,2020-07-25,South,Texas,Houston,Men's Street Footwear,25.0,850.0,21250.0,7437.5,0.35,Outlet
Sports Direct,1197831,2020-07-26,South,Texas,Houston,Men's Athletic Footwear,35.0,850.0,29750.0,10412.5,0.35,Outlet
Sports Direct,1197831,2020-07-27,South,Texas,Houston,Women's Street Footwear,35.0,675.0,23625.0,8268.75,0.35,Outlet
Sports Direct,1197831,2020-07-28,South,Texas,Houston,Women's Athletic Footwear,35.0,625.0,21875.0,9843.75,0.45,Outlet
Sports Direct,1197831,2020-07-29,South,Texas,Houston,Men's Apparel,40.0,500.0,20000.0,6000.0,0.3,Outlet
Sports Direct,1197831,2020-07-30,South,Texas,Houston,Women's Apparel,35.0,700.0,24500.0,12250.0,0.5,Outlet
Sports Direct,1197831,2020-07-31,South,Texas,Houston,Men's Street Footwear,30.0,875.0,26250.0,9187.5,0.35,Outlet
Sports Direct,1197831,2020-08-01,South,Texas,Houston,Men's Athletic Footwear,40.0,875.0,35000.0,12249.999999999998,0.35,Outlet
Sports Direct,1197831,2020-08-02,South,Texas,Houston,Women's Street Footwear,35.0,700.0,24500.0,8575.0,0.35,Outlet
Sports Direct,1197831,2020-08-03,South,Texas,Houston,Women's Athletic Footwear,40.0,600.0,24000.0,10800.0,0.45,Outlet
Sports Direct,1197831,2020-08-04,South,Texas,Houston,Men's Apparel,45.0,500.0,22500.0,6750.0,0.3,Outlet
Sports Direct,1197831,2020-08-05,South,Texas,Houston,Women's Apparel,40.0,650.0,26000.0,13000.0,0.5,Outlet
Sports Direct,1197831,2020-08-06,South,Texas,Houston,Men's Street Footwear,30.0,900.0,27000.0,9450.0,0.35,Outlet
Sports Direct,1197831,2020-08-07,South,Texas,Houston,Men's Athletic Footwear,40.0,900.0,36000.0,12599.999999999998,0.35,Outlet
Sports Direct,1197831,2020-08-08,South,Texas,Houston,Women's Street Footwear,35.0,725.0,25375.0,8881.25,0.35,Outlet
Sports Direct,1197831,2020-08-09,South,Texas,Houston,Women's Athletic Footwear,40.0,625.0,25000.0,11250.0,0.45,Outlet
Walmart,1197831,2020-08-10,South,Texas,Houston,Men's Apparel,45.0,525.0,23625.0,7087.5,0.3,Outlet
Walmart,1197831,2020-08-11,South,Texas,Houston,Women's Apparel,40.0,800.0,32000.0,16000.0,0.5,Outlet
Walmart,1197831,2020-08-12,South,Texas,Houston,Men's Street Footwear,30.0,925.0,27750.0,9712.5,0.35,Outlet
Walmart,1197831,2020-08-13,South,Texas,Houston,Men's Athletic Footwear,40.0,925.0,37000.0,12949.999999999998,0.35,Outlet
Walmart,1197831,2020-08-14,South,Texas,Houston,Women's Street Footwear,35.0,775.0,27125.0,9493.75,0.35,Outlet
Walmart,1197831,2020-08-15,South,Texas,Houston,Women's Athletic Footwear,40.0,700.0,28000.0,12600.0,0.45,Outlet
Walmart,1197831,2020-08-16,South,Texas,Houston,Men's Apparel,45.0,600.0,27000.0,8100.0,0.3,Outlet
Walmart,1197831,2020-08-17,South,Texas,Houston,Women's Apparel,40.0,950.0,38000.0,19000.0,0.5,Outlet
Walmart,1197831,2020-08-18,South,Texas,Houston,Men's Street Footwear,40.0,950.0,38000.0,13300.0,0.35,Outlet
Walmart,1197831,2020-08-19,South,Texas,Houston,Men's Athletic Footwear,45.0,950.0,42750.0,14962.5,0.35,Outlet
Walmart,1197831,2020-08-20,South,Texas,Houston,Women's Street Footwear,40.0,800.0,32000.0,11200.0,0.35,Outlet
Walmart,1197831,2020-08-21,South,Texas,Houston,Women's Athletic Footwear,40.0,750.0,30000.0,13500.0,0.45,Outlet
Walmart,1197831,2020-08-22,South,Texas,Houston,Men's Apparel,45.0,650.0,29250.0,8775.0,0.3,Outlet
Walmart,1197831,2020-08-23,South,Texas,Houston,Women's Apparel,50.0,1000.0,50000.0,25000.0,0.5,Outlet
Walmart,1197831,2020-08-24,South,Texas,Houston,Men's Street Footwear,40.0,950.0,38000.0,13300.0,0.35,Outlet
Walmart,1197831,2020-08-25,South,Texas,Houston,Men's Athletic Footwear,45.0,950.0,42750.0,14962.5,0.35,Outlet
Walmart,1197831,2020-08-26,South,Texas,Houston,Women's Street Footwear,40.0,1100.0,44000.0,15400.0,0.35,Outlet
Walmart,1197831,2020-08-27,South,Texas,Houston,Women's Athletic Footwear,40.0,700.0,28000.0,12600.0,0.45,Outlet
Walmart,1197831,2020-08-28,South,Texas,Houston,Men's Apparel,45.0,700.0,31500.0,9450.0,0.3,Outlet
Walmart,1197831,2020-08-29,South,Texas,Houston,Women's Apparel,50.0,975.0,48750.0,24375.0,0.5,Outlet
Walmart,1197831,2020-08-30,South,Texas,Houston,Men's Street Footwear,40.0,925.0,37000.0,12949.999999999998,0.35,Outlet
Walmart,1197831,2020-08-31,South,Texas,Houston,Men's Athletic Footwear,45.0,925.0,41625.0,14568.75,0.35,Outlet
Walmart,1197831,2020-09-01,South,Texas,Houston,Women's Street Footwear,40.0,1100.0,44000.0,15400.0,0.35,Outlet
Walmart,1197831,2020-09-02,South,Texas,Houston,Women's Athletic Footwear,40.0,650.0,26000.0,11700.0,0.45,Outlet
Walmart,1197831,2020-09-03,South,Texas,Houston,Men's Apparel,45.0,650.0,29250.0,8775.0,0.3,Outlet
Walmart,1197831,2020-09-04,South,Texas,Houston,Women's Apparel,50.0,900.0,45000.0,22500.0,0.5,Outlet
Walmart,1197831,2020-09-05,South,Texas,Houston,Men's Street Footwear,45.0,850.0,38250.0,13387.5,0.35,Outlet
Walmart,1197831,2020-09-06,South,Texas,Houston,Men's Athletic Footwear,45.0,850.0,38250.0,13387.5,0.35,Outlet
Walmart,1197831,2020-09-07,South,Texas,Houston,Women's Street Footwear,50.0,900.0,45000.0,15750.0,0.35,Outlet
Walmart,1197831,2020-09-08,South,Texas,Houston,Women's Athletic Footwear,50.0,625.0,31250.0,14062.5,0.45,Outlet
Walmart,1197831,2020-09-09,South,Texas,Houston,Men's Apparel,45.0,625.0,28125.0,8437.5,0.3,Outlet
Walmart,1197831,2020-09-10,South,Texas,Houston,Women's Apparel,55.00000000000001,850.0,46750.00000000001,23375.000000000004,0.5,Outlet
Walmart,1197831,2020-09-11,South,Texas,Houston,Men's Street Footwear,45.0,800.0,36000.0,12599.999999999998,0.35,Outlet
Walmart,1197831,2020-09-12,South,Texas,Houston,Men's Athletic Footwear,45.0,800.0,36000.0,12599.999999999998,0.35,Outlet
Walmart,1197831,2020-09-13,South,Texas,Houston,Women's Street Footwear,50.0,750.0,37500.0,13125.0,0.35,Outlet
Walmart,1197831,2020-09-14,South,Texas,Houston,Women's Athletic Footwear,50.0,600.0,30000.0,13500.0,0.45,Outlet
Walmart,1197831,2020-09-15,South,Texas,Houston,Men's Apparel,45.0,575.0,25875.0,7762.5,0.3,Outlet
Walmart,1197831,2020-09-16,South,Texas,Houston,Women's Apparel,55.00000000000001,750.0,41250.00000000001,20625.000000000004,0.5,Outlet
Walmart,1197831,2020-10-20,South,Texas,Houston,Men's Street Footwear,45.0,900.0,40500.0,14175.0,0.35,Outlet
Walmart,1197831,2020-10-21,South,Texas,Houston,Men's Athletic Footwear,45.0,900.0,40500.0,14175.0,0.35,Outlet
Walmart,1197831,2020-10-22,South,Texas,Houston,Women's Street Footwear,50.0,825.0,41250.0,14437.5,0.35,Outlet
Walmart,1197831,2020-10-23,South,Texas,Houston,Women's Athletic Footwear,50.0,675.0,33750.0,15187.5,0.45,Outlet
Walmart,1197831,2020-10-24,South,Texas,Houston,Men's Apparel,45.0,650.0,29250.0,8775.0,0.3,Outlet
Walmart,1197831,2020-10-25,South,Texas,Houston,Women's Apparel,55.00000000000001,850.0,46750.00000000001,23375.000000000004,0.5,Outlet
Walmart,1197831,2020-10-26,South,Texas,Houston,Men's Street Footwear,45.0,950.0,42750.0,14962.5,0.35,Outlet
Walmart,1197831,2020-10-27,South,Texas,Houston,Men's Athletic Footwear,45.0,950.0,42750.0,14962.5,0.35,Outlet
Walmart,1197831,2020-10-28,South,Texas,Houston,Women's Street Footwear,50.0,850.0,42500.0,14875.0,0.35,Outlet
Walmart,1197831,2020-10-29,South,Texas,Houston,Women's Athletic Footwear,50.0,700.0,35000.0,15750.0,0.45,Outlet
Walmart,1197831,2020-10-30,South,Texas,Houston,Men's Apparel,45.0,650.0,29250.0,8775.0,0.3,Outlet
Walmart,1197831,2020-10-31,South,Texas,Houston,Women's Apparel,55.00000000000001,900.0,49500.00000000001,24750.000000000004,0.5,Outlet
West Gear,1128299,2020-11-01,South,Texas,Houston,Men's Street Footwear,40.0,775.0,31000.0,10850.000000000002,0.35000000000000003,Outlet
West Gear,1128299,2020-11-02,South,Texas,Houston,Men's Athletic Footwear,50.0,775.0,38750.0,7750.0,0.2,Outlet
West Gear,1128299,2020-11-03,South,Texas,Houston,Women's Street Footwear,50.0,775.0,38750.0,13562.5,0.35000000000000003,Outlet
West Gear,1128299,2020-11-04,South,Texas,Houston,Women's Athletic Footwear,50.0,625.0,31250.0,9375.0,0.3,Outlet
West Gear,1128299,2020-11-05,West,California,San Francisco,Men's Apparel,55.00000000000001,575.0,31625.000000000007,15812.500000000004,0.5,Outlet
West Gear,1128299,2020-11-06,West,California,San Francisco,Women's Apparel,50.0,775.0,38750.0,5812.500000000001,0.15000000000000002,Outlet
West Gear,1128299,2020-11-07,West,California,San Francisco,Men's Street Footwear,40.0,825.0,33000.0,11550.000000000002,0.35000000000000003,Outlet
West Gear,1128299,2020-11-08,West,California,San Francisco,Men's Athletic Footwear,50.0,725.0,36250.0,7250.0,0.2,Outlet
West Gear,1128299,2020-11-09,West,California,San Francisco,Women's Street Footwear,50.0,725.0,36250.0,12687.500000000002,0.35000000000000003,Outlet
West Gear,1128299,2020-11-10,West,California,San Francisco,Women's Athletic Footwear,50.0,575.0,28750.0,8625.0,0.3,Outlet
West Gear,1128299,2020-11-11,West,California,San Francisco,Men's Apparel,55.00000000000001,500.0,27500.000000000007,13750.000000000004,0.5,Outlet
West Gear,1128299,2020-11-12,West,California,San Francisco,Women's Apparel,50.0,700.0,35000.0,5250.000000000001,0.15000000000000002,Outlet
West Gear,1128299,2020-11-13,West,California,San Francisco,Men's Street Footwear,50.0,850.0,42500.0,14875.0,0.35000000000000003,Outlet
West Gear,1128299,2020-11-14,West,California,San Francisco,Men's Athletic Footwear,60.0,700.0,42000.0,8400.0,0.2,Outlet
West Gear,1128299,2020-11-15,West,California,San Francisco,Women's Street Footwear,60.0,700.0,42000.0,14700.0,0.35000000000000003,Outlet
West Gear,1128299,2020-12-22,West,California,San Francisco,Women's Athletic Footwear,60.0,600.0,36000.0,10800.0,0.3,Outlet
West Gear,1128299,2020-12-23,West,California,San Francisco,Men's Apparel,65.0,500.0,32500.0,16250.0,0.5,Outlet
West Gear,1128299,2020-12-24,West,California,San Francisco,Women's Apparel,60.0,700.0,42000.0,6300.000000000001,0.15000000000000002,Outlet
West Gear,1128299,2020-12-25,West,California,San Francisco,Men's Street Footwear,60.0,875.0,52500.0,18375.000000000004,0.35000000000000003,Outlet
West Gear,1128299,2020-12-26,West,California,San Francisco,Men's Athletic Footwear,65.0,675.0,43875.0,8775.0,0.2,Outlet
West Gear,1128299,2020-12-27,West,California,San Francisco,Women's Street Footwear,65.0,725.0,47125.0,16493.750000000004,0.35000000000000003,Outlet
West Gear,1128299,2020-12-28,West,California,San Francisco,Women's Athletic Footwear,60.0,625.0,37500.0,11250.0,0.3,Outlet
West Gear,1128299,2020-12-29,West,California,San Francisco,Men's Apparel,65.0,525.0,34125.0,17062.5,0.5,Outlet
West Gear,1128299,2020-12-30,West,California,San Francisco,Women's Apparel,80.0,700.0,56000.0,8400.000000000002,0.15000000000000002,Outlet
West Gear,1128299,2020-12-31,West,California,San Francisco,Men's Street Footwear,60.0,900.0,54000.0,21600.0,0.4,Outlet
West Gear,1128299,2021-01-01,West,California,San Francisco,Men's Athletic Footwear,65.0,750.0,48750.0,12187.5,0.25,Outlet
West Gear,1128299,2021-01-02,West,California,San Francisco,Women's Street Footwear,65.0,750.0,48750.0,19500.0,0.4,Outlet
West Gear,1128299,2021-01-03,West,California,San Francisco,Women's Athletic Footwear,60.0,650.0,39000.0,13650.0,0.35,Outlet
West Gear,1128299,2021-01-04,West,California,San Francisco,Men's Apparel,65.0,550.0,35750.0,19662.500000000004,0.55,Outlet
West Gear,1128299,2021-01-05,West,California,San Francisco,Women's Apparel,80.0,725.0,58000.0,11600.0,0.2,Outlet
West Gear,1128299,2021-01-06,West,California,San Francisco,Men's Street Footwear,60.0,975.0,58500.0,23400.0,0.4,Outlet
West Gear,1128299,2021-01-07,West,California,San Francisco,Men's Athletic Footwear,65.0,825.0,53625.0,13406.25,0.25,Outlet
West Gear,1128299,2021-01-08,West,California,San Francisco,Women's Street Footwear,65.0,825.0,53625.0,21450.0,0.4,Outlet
West Gear,1128299,2021-01-09,West,California,San Francisco,Women's Athletic Footwear,60.0,700.0,42000.0,14700.0,0.35,Outlet
West Gear,1128299,2021-01-10,West,California,San Francisco,Men's Apparel,65.0,575.0,37375.0,20556.250000000004,0.55,Outlet
West Gear,1128299,2021-01-11,West,California,San Francisco,Women's Apparel,80.0,875.0,70000.0,14000.0,0.2,Outlet
West Gear,1128299,2021-01-12,West,California,San Francisco,Men's Street Footwear,60.0,1025.0,61500.0,21525.000000000004,0.35000000000000003,Outlet
West Gear,1128299,2021-01-13,West,California,San Francisco,Men's Athletic Footwear,65.0,875.0,56875.0,11375.0,0.2,Outlet
West Gear,1128299,2021-01-14,West,California,San Francisco,Women's Street Footwear,65.0,825.0,53625.0,18768.750000000004,0.35000000000000003,Outlet
West Gear,1128299,2021-01-15,West,California,San Francisco,Women's Athletic Footwear,60.0,725.0,43500.0,13050.0,0.3,Outlet
West Gear,1128299,2021-01-16,West,California,San Francisco,Men's Apparel,65.0,775.0,50375.0,25187.5,0.5,Outlet
West Gear,1128299,2021-01-17,West,California,San Francisco,Women's Apparel,80.0,775.0,62000.0,9300.000000000002,0.15000000000000002,Outlet
West Gear,1128299,2021-01-18,West,California,San Francisco,Men's Street Footwear,65.0,975.0,63375.0,22181.250000000004,0.35000000000000003,Outlet
West Gear,1128299,2021-01-19,West,California,San Francisco,Men's Athletic Footwear,70.0,925.0,64750.0,12950.0,0.2,Outlet
West Gear,1128299,2021-01-20,West,California,San Francisco,Women's Street Footwear,65.0,800.0,52000.0,18200.000000000004,0.35000000000000003,Outlet
West Gear,1128299,2021-01-21,West,California,San Francisco,Women's Athletic Footwear,65.0,750.0,48750.0,14625.0,0.3,Outlet
West Gear,1128299,2021-01-22,West,California,San Francisco,Men's Apparel,75.0,750.0,56250.0,28125.0,0.5,Outlet
West Gear,1128299,2021-01-23,West,California,San Francisco,Women's Apparel,80.0,725.0,58000.0,8700.000000000002,0.15000000000000002,Outlet
West Gear,1128299,2021-01-24,West,California,San Francisco,Men's Street Footwear,55.00000000000001,925.0,50875.00000000001,15262.500000000004,0.30000000000000004,Outlet
West Gear,1128299,2021-01-25,West,California,San Francisco,Men's Athletic Footwear,60.00000000000001,925.0,55500.000000000015,8325.000000000002,0.15,Outlet
West Gear,1128299,2021-01-26,West,California,San Francisco,Women's Street Footwear,55.00000000000001,775.0,42625.00000000001,12787.500000000004,0.30000000000000004,Outlet
West Gear,1128299,2021-01-27,West,California,San Francisco,Women's Athletic Footwear,55.00000000000001,725.0,39875.00000000001,9968.75,0.24999999999999997,Outlet
West Gear,1128299,2021-01-28,West,California,San Francisco,Men's Apparel,65.0,725.0,47125.0,21206.250000000004,0.45000000000000007,Outlet
West Gear,1128299,2021-01-29,West,California,San Francisco,Women's Apparel,70.0,775.0,54250.0,5425.0,0.1,Outlet
West Gear,1128299,2021-01-30,West,California,San Francisco,Men's Street Footwear,55.00000000000001,875.0,48125.00000000001,14437.500000000004,0.30000000000000004,Outlet
West Gear,1128299,2021-01-31,West,California,San Francisco,Men's Athletic Footwear,60.00000000000001,875.0,52500.000000000015,7875.000000000002,0.15,Outlet
West Gear,1128299,2021-02-01,West,California,San Francisco,Women's Street Footwear,55.00000000000001,700.0,38500.00000000001,11550.000000000004,0.30000000000000004,Outlet
West Gear,1128299,2021-02-02,West,California,San Francisco,Women's Athletic Footwear,55.00000000000001,675.0,37125.00000000001,9281.25,0.24999999999999997,Outlet
West Gear,1128299,2021-02-03,West,California,San Francisco,Men's Apparel,65.0,650.0,42250.0,19012.500000000004,0.45000000000000007,Outlet
West Gear,1128299,2021-02-04,West,California,San Francisco,Women's Apparel,70.0,700.0,49000.0,4900.0,0.1,Outlet
West Gear,1128299,2021-02-05,West,California,San Francisco,Men's Street Footwear,55.00000000000001,875.0,48125.00000000001,14437.500000000004,0.30000000000000004,Outlet
West Gear,1128299,2021-02-06,West,California,San Francisco,Men's Athletic Footwear,60.00000000000001,875.0,52500.000000000015,7875.000000000002,0.15,Outlet
West Gear,1128299,2021-02-07,West,California,San Francisco,Women's Street Footwear,55.00000000000001,725.0,39875.00000000001,11962.500000000004,0.30000000000000004,Outlet
West Gear,1128299,2021-02-08,West,California,San Francisco,Women's Athletic Footwear,55.00000000000001,700.0,38500.00000000001,9625.0,0.24999999999999997,Outlet
West Gear,1128299,2021-02-09,West,California,San Francisco,Men's Apparel,65.0,650.0,42250.0,19012.500000000004,0.45000000000000007,Outlet
West Gear,1128299,2021-02-10,West,California,San Francisco,Women's Apparel,70.0,775.0,54250.0,5425.0,0.1,Outlet
West Gear,1128299,2021-02-11,West,California,San Francisco,Men's Street Footwear,55.00000000000001,975.0,53625.000000000015,16087.500000000005,0.30000000000000004,Outlet
